record_type,backlog_priority,backlog_bucket,vc_signal_strength,vc_signal_reason,strict_drop_reason,research_recommendation,source_filing_count,firm_name,name,contact_name,contact_title,all_contacts,manager_status_code,manager_status,fund_stage,filer_status,year_inc,fund_size,amount_sold,filing_date,issues,city,state,sec_number,filing_url,linkedin_search_url,linkedin_company_search_url,website_search_url
vc_firm_candidate,1,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,Agentic Builders Capital,Agentic Builders Capital LLC,Nikolay Vyakhkhi,Executive Officer,Nikolay Vyakhkhi (Executive Officer),likely_new,Likely new firm,Emerging Fund,first_filer,2026,$1M,$1M,2026-07-29,Pooled Investment Fund - Venture Capital Fund,WILMINGTON,DE,0002147109-26-000001,https://www.sec.gov/Archives/edgar/data/2147109/000214710926000001/0002147109-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=Nikolay+Vyakhkhi+Agentic+Builders+Capital,https://www.linkedin.com/search/results/companies/?keywords=Agentic+Builders+Capital,https://www.google.com/search?q=%22Agentic+Builders+Capital%22+venture+capital
vc_firm_candidate,1,vc_name_signal_review,vc_name_signal,VC term in issuer or operating-firm candidate; confirmation required,VC term in issuer or operating-firm candidate; confirmation required,Confirm this is an operating VC firm before researching its decision-maker and public presence.,1,HSA Ventures Ambit,HSA Ventures Ambit LLC,Furber Elizabeth,"Director, Promoter","Furber Elizabeth (Director, Promoter)",likely_new,Likely new firm,Emerging Fund,first_filer,2026,$2M,$2M,2026-07-29,Other - Unknown,Manchester,MA,0002147868-26-000001,https://www.sec.gov/Archives/edgar/data/2147868/000214786826000001/0002147868-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=Furber+Elizabeth+HSA+Ventures+Ambit,https://www.linkedin.com/search/results/companies/?keywords=HSA+Ventures+Ambit,https://www.google.com/search?q=%22HSA+Ventures+Ambit%22+venture+capital
vc_firm_candidate,1,vc_name_signal_review,vc_name_signal,VC term in issuer or operating-firm candidate; confirmation required,VC term in issuer or operating-firm candidate; confirmation required,Confirm this is an operating VC firm before researching its decision-maker and public presence.,1,HSA Ventures Moth,HSA Ventures Moth LLC,Furber Elizabeth,"Director, Promoter","Furber Elizabeth (Director, Promoter)",likely_new,Likely new firm,Emerging Fund,first_filer,2026,$2M,$2M,2026-07-29,Other - Unknown,Manchester,MA,0002135177-26-000001,https://www.sec.gov/Archives/edgar/data/2135177/000213517726000001/0002135177-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=Furber+Elizabeth+HSA+Ventures+Moth,https://www.linkedin.com/search/results/companies/?keywords=HSA+Ventures+Moth,https://www.google.com/search?q=%22HSA+Ventures+Moth%22+venture+capital
vc_firm_candidate,1,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,BL.vc Deep Tech 1,"BL.vc Deep Tech 1, L.P.","N/A Blue Lake Ventures GP, LLC",Director,"N/A Blue Lake Ventures GP, LLC (Director); Christopher Cesareo (Director); James Rutledge (Director)",likely_new,Likely new firm,Emerging Fund,first_filer,2026,$50M,$0,2026-07-28,Pooled Investment Fund - Venture Capital Fund,Raleigh,NC,0000905148-26-003368,https://www.sec.gov/Archives/edgar/data/2141761/000090514826003368/0000905148-26-003368-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Blue+Lake+Ventures+GP%2C+LLC+BL.vc+Deep+Tech+1,https://www.linkedin.com/search/results/companies/?keywords=BL.vc+Deep+Tech+1,https://www.google.com/search?q=%22BL.vc+Deep+Tech+1%22+venture+capital
vc_firm_candidate,1,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,RE VC,RE VC LP,Alon Gorbonos,Executive Officer,Alon Gorbonos (Executive Officer),likely_new,Likely new firm,Emerging Fund,first_filer,2026,$50M,$0,2026-07-28,Pooled Investment Fund - Venture Capital Fund,Brooklyn,NY,0002147761-26-000005,https://www.sec.gov/Archives/edgar/data/2147761/000214776126000005/0002147761-26-000005-index.htm,https://www.linkedin.com/search/results/people/?keywords=Alon+Gorbonos+RE+VC,https://www.linkedin.com/search/results/companies/?keywords=RE+VC,https://www.google.com/search?q=%22RE+VC%22+venture+capital
vc_firm_candidate,1,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,Eval Ventures Alpha 1,"Eval Ventures Alpha 1, LP","General Partner Eval Ventures Alpha 1 GP, LLC",Promoter,"General Partner Eval Ventures Alpha 1 GP, LLC (Promoter); Justin Sandler (Executive Officer); William Freiberg (Executive Officer)",likely_new,Likely new firm,Emerging Fund,first_filer,2026,$0,$0,2026-07-27,Pooled Investment Fund - Venture Capital Fund,SAN FRANCISCO,CA,0002122972-26-000002,https://www.sec.gov/Archives/edgar/data/2122972/000212297226000002/0002122972-26-000002-index.htm,https://www.linkedin.com/search/results/people/?keywords=General+Partner+Eval+Ventures+Alpha+1+GP%2C+LLC+Eval+Ventures+Alpha+1,https://www.linkedin.com/search/results/companies/?keywords=Eval+Ventures+Alpha+1,https://www.google.com/search?q=%22Eval+Ventures+Alpha+1%22+venture+capital
vc_firm_candidate,1,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,Stanford GSB 2027 Class Fund Ventures,"Fund I, a series of Stanford GSB 2027 Class Fund Ventures, LP","N/A Fund GP, LLC",Director,"N/A Fund GP, LLC (Director); N/A Belltower Fund Group, Ltd. (Director)",not_checked,Not checked,Fund I,first_filer,2026,$3M,$3M,2026-07-23,Pooled Investment Fund - Venture Capital Fund,Lynnwood,WA,0002138999-26-000001,https://www.sec.gov/Archives/edgar/data/2138999/000213899926000001/0002138999-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Fund+GP%2C+LLC+Stanford+GSB+2027+Class+Fund+Ventures,https://www.linkedin.com/search/results/companies/?keywords=Stanford+GSB+2027+Class+Fund+Ventures,https://www.google.com/search?q=%22Stanford+GSB+2027+Class+Fund+Ventures%22+venture+capital
vc_firm_candidate,1,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,Inflexor Technology Discovery GIFT,Inflexor Technology Discovery GIFT Fund I,N/A Inflexor Capital Advisors LLP,Promoter,N/A Inflexor Capital Advisors LLP (Promoter); Murali Gunturu (Promoter),not_checked,Not checked,Fund I,first_filer,2025,$0,$0,2026-07-23,Pooled Investment Fund - Venture Capital Fund,GIFT City,K7,0001470831-26-000726,https://www.sec.gov/Archives/edgar/data/2144850/000147083126000726/0001470831-26-000726-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Inflexor+Capital+Advisors+LLP+Inflexor+Technology+Discovery+GIFT,https://www.linkedin.com/search/results/companies/?keywords=Inflexor+Technology+Discovery+GIFT,https://www.google.com/search?q=%22Inflexor+Technology+Discovery+GIFT%22+venture+capital
vc_firm_candidate,1,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",2,Valor Ventures AL,"NE-0427 Fund I, a series of Valor Ventures AL, L.P.","N/A Valor RWA Partners I, L.P.",Director,"N/A Valor RWA Partners I, L.P. (Director); Doug Smith (Executive Officer)",not_checked,Not checked,Fund I,first_filer,2026,$1M,$1M,2026-07-22,Pooled Investment Fund - Venture Capital Fund,NEW YORK,NY,0002134938-26-000001,https://www.sec.gov/Archives/edgar/data/2134938/000213493826000001/0002134938-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Valor+RWA+Partners+I%2C+L.P.+Valor+Ventures+AL,https://www.linkedin.com/search/results/companies/?keywords=Valor+Ventures+AL,https://www.google.com/search?q=%22Valor+Ventures+AL%22+venture+capital
vc_firm_candidate,1,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",22,Exitfund Venture,"SY-0611 Fund I, a series of Exitfund Venture, LP","N/A Fund GP, LLC",Director,"N/A Fund GP, LLC (Director); N/A Belltower Fund Group, Ltd. (Director)",not_checked,Not checked,Fund I,first_filer,2026,"$99,941","$99,941",2026-07-22,Pooled Investment Fund - Venture Capital Fund,Lynnwood,WA,0002142333-26-000001,https://www.sec.gov/Archives/edgar/data/2142333/000214233326000001/0002142333-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Fund+GP%2C+LLC+Exitfund+Venture,https://www.linkedin.com/search/results/companies/?keywords=Exitfund+Venture,https://www.google.com/search?q=%22Exitfund+Venture%22+venture+capital
vc_firm_candidate,1,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",2,Riverside Ventures,"LI-0519 Fund I, a series of Riverside Ventures, LP","N/A Fund GP, LLC",Director,"N/A Fund GP, LLC (Director); N/A Belltower Fund Group, Ltd. (Director)",not_checked,Not checked,Fund I,first_filer,2026,"$193,000","$193,000",2026-07-22,Pooled Investment Fund - Venture Capital Fund,Lynnwood,WA,0002136946-26-000001,https://www.sec.gov/Archives/edgar/data/2136946/000213694626000001/0002136946-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Fund+GP%2C+LLC+Riverside+Ventures,https://www.linkedin.com/search/results/companies/?keywords=Riverside+Ventures,https://www.google.com/search?q=%22Riverside+Ventures%22+venture+capital
vc_firm_candidate,1,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,Night Capital Opportunities,"DOT Fund I, a series of Night Capital Opportunities, LP","N/A Night Capital Opportunities GP, LLC",Director,"N/A Night Capital Opportunities GP, LLC (Director); Kevin Carter (Executive Officer)",not_checked,Not checked,Fund I,first_filer,2026,$6M,$6M,2026-07-22,Pooled Investment Fund - Venture Capital Fund,SUTTER CREEK,CA,0002136677-26-000001,https://www.sec.gov/Archives/edgar/data/2136677/000213667726000001/0002136677-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Night+Capital+Opportunities+GP%2C+LLC+Night+Capital+Opportunities,https://www.linkedin.com/search/results/companies/?keywords=Night+Capital+Opportunities,https://www.google.com/search?q=%22Night+Capital+Opportunities%22+venture+capital
vc_firm_candidate,1,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",9,Jolt VC,"MI-0620 Fund I, a series of Jolt VC, LP","N/A Fund GP, LLC",Director,"N/A Fund GP, LLC (Director); N/A Belltower Fund Group, Ltd. (Director)",not_checked,Not checked,Fund I,first_filer,2026,"$175,522","$175,522",2026-07-22,Pooled Investment Fund - Venture Capital Fund,Lynnwood,WA,0002143333-26-000001,https://www.sec.gov/Archives/edgar/data/2143333/000214333326000001/0002143333-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Fund+GP%2C+LLC+Jolt+VC,https://www.linkedin.com/search/results/companies/?keywords=Jolt+VC,https://www.google.com/search?q=%22Jolt+VC%22+venture+capital
vc_firm_candidate,1,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,Better Capital,"NE-0312 Fund I, a series of Better Capital, LP","N/A Fund GP, LLC",Director,"N/A Fund GP, LLC (Director); N/A Belltower Fund Group, Ltd. (Director)",not_checked,Not checked,Fund I,first_filer,2026,"$151,000","$151,000",2026-07-22,Pooled Investment Fund - Venture Capital Fund,LYNNWOOD,WA,0002124684-26-000001,https://www.sec.gov/Archives/edgar/data/2124684/000212468426000001/0002124684-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Fund+GP%2C+LLC+Better+Capital,https://www.linkedin.com/search/results/companies/?keywords=Better+Capital,https://www.google.com/search?q=%22Better+Capital%22+venture+capital
vc_firm_candidate,1,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",2,Beyond Earth Ventures,"TH-0603 Fund I, a series of Beyond Earth Ventures, LP","N/A Fund GP, LLC",Director,"N/A Fund GP, LLC (Director); N/A Belltower Fund Group, Ltd. (Director)",not_checked,Not checked,Fund I,first_filer,2026,"$692,501","$692,501",2026-07-21,Pooled Investment Fund - Venture Capital Fund,Lynnwood,WA,0002139672-26-000001,https://www.sec.gov/Archives/edgar/data/2139672/000213967226000001/0002139672-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Fund+GP%2C+LLC+Beyond+Earth+Ventures,https://www.linkedin.com/search/results/companies/?keywords=Beyond+Earth+Ventures,https://www.google.com/search?q=%22Beyond+Earth+Ventures%22+venture+capital
vc_firm_candidate,1,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,Allied Venture Partners,"CL-0430 Fund I, a series of Allied Venture Partners, LP","N/A Fund GP, LLC",Director,"N/A Fund GP, LLC (Director); N/A Belltower Fund Group, Ltd. (Director)",not_checked,Not checked,Fund I,first_filer,2026,"$55,322","$55,322",2026-07-21,Pooled Investment Fund - Venture Capital Fund,Lynnwood,WA,0002133728-26-000001,https://www.sec.gov/Archives/edgar/data/2133728/000213372826000001/0002133728-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Fund+GP%2C+LLC+Allied+Venture+Partners,https://www.linkedin.com/search/results/companies/?keywords=Allied+Venture+Partners,https://www.google.com/search?q=%22Allied+Venture+Partners%22+venture+capital
vc_firm_candidate,1,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",3,JKA Venture Funds,"KI-0330 Fund I, a series of JKA Venture Funds, LP","N/A Fund GP, LLC",Director,"N/A Fund GP, LLC (Director); N/A Belltower Fund Group, Ltd. (Director)",not_checked,Not checked,Fund I,first_filer,2026,"$83,500","$83,500",2026-07-21,Pooled Investment Fund - Venture Capital Fund,Lynnwood,WA,0002129177-26-000001,https://www.sec.gov/Archives/edgar/data/2129177/000212917726000001/0002129177-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Fund+GP%2C+LLC+JKA+Venture+Funds,https://www.linkedin.com/search/results/companies/?keywords=JKA+Venture+Funds,https://www.google.com/search?q=%22JKA+Venture+Funds%22+venture+capital
vc_firm_candidate,1,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,DataPower Ventures Funds AL,"CO-0204 Fund I, a series of DataPower Ventures Funds AL, LP","N/A Fund GP, LLC",Director,"N/A Fund GP, LLC (Director); N/A Belltower Fund Group, Ltd. (Director)",not_checked,Not checked,Fund I,first_filer,2026,"$55,600","$55,600",2026-07-21,Pooled Investment Fund - Venture Capital Fund,Lynnwood,WA,0002113964-26-000001,https://www.sec.gov/Archives/edgar/data/2113964/000211396426000001/0002113964-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Fund+GP%2C+LLC+DataPower+Ventures+Funds+AL,https://www.linkedin.com/search/results/companies/?keywords=DataPower+Ventures+Funds+AL,https://www.google.com/search?q=%22DataPower+Ventures+Funds+AL%22+venture+capital
vc_firm_candidate,1,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",1,BitRoot Ventures,"BitRoot Ventures Fund I, LP","BitRoot Ventures, LLC",Executive Officer,"BitRoot Ventures, LLC (Executive Officer); BitRoot Ventures Fund I GP, LLC (Executive Officer); Fadi Antaki (Executive Officer, Director)",not_checked,Not checked,Fund I,first_filer,2026,$5M,$0,2026-07-20,Pooled Investment Fund - Venture Capital Fund,NEW CAIRO,H2,0002145754-26-000001,https://www.sec.gov/Archives/edgar/data/2145754/000214575426000001/0002145754-26-000001-index.htm,https://www.linkedin.com/search/results/people/?keywords=BitRoot+Ventures%2C+LLC+BitRoot+Ventures,https://www.linkedin.com/search/results/companies/?keywords=BitRoot+Ventures,https://www.google.com/search?q=%22BitRoot+Ventures%22+venture+capital
vc_firm_candidate,1,explicit_vc_candidate,explicit_sec_vc,SEC Form D category: Venture Capital Fund,SEC Form D category: Venture Capital Fund,"Verify the operating firm, manager history, decision-maker, LinkedIn presence, and website.",3,Sandlot Ventures Investment Partnership,"SA-0227 Fund I, a series of Sandlot Ventures Investment Partnership, LP","N/A Riverside Ventures Partnership, LLC",Director,"N/A Riverside Ventures Partnership, LLC (Director); Bryan Rosenblatt (Executive Officer)",not_checked,Not checked,Fund I,first_filer,2026,$3M,$3M,2026-07-17,Pooled Investment Fund - Venture Capital Fund,Lewes,DE,0002120933-26-000002,https://www.sec.gov/Archives/edgar/data/2120933/000212093326000002/0002120933-26-000002-index.htm,https://www.linkedin.com/search/results/people/?keywords=N%2FA+Riverside+Ventures+Partnership%2C+LLC+Sandlot+Ventures+Investment+Partnership,https://www.linkedin.com/search/results/companies/?keywords=Sandlot+Ventures+Investment+Partnership,https://www.google.com/search?q=%22Sandlot+Ventures+Investment+Partnership%22+venture+capital
